,text,chapter,x,y,sent_size
5943,"Here was a man who now for the first time found himself looking into the eyes of death—who was passing through one of those rare moments of experience when we feel the truth of a commonplace, which is as different from what we call knowing it, as the vision of waters upon the earth is different from the delirious vision of the water which cannot be had to cool the burning tongue.",CHAPTER XLII.,8.656616,2.4847326,72
5944,"When the commonplace “We must all die” transforms itself suddenly into the acute consciousness “I must die—and soon,” then death grapples us, and his fingers are cruel; afterwards, he may come to fold us in his arms as our mother did, and our last moment of dim earthly discerning may be like the first.",CHAPTER XLII.,8.435367,2.6067107,54
5945,"To Mr. Casaubon now, it was as if he suddenly found himself on the dark river-brink and heard the plash of the oncoming oar, not discerning the forms, but expecting the summons.",CHAPTER XLII.,8.022241,-0.28123936,32
5946,"In such an hour the mind does not change its lifelong bias, but carries it onward in imagination to the other side of death, gazing backward—perhaps with the divine calm of beneficence, perhaps with the petty anxieties of self-assertion.",CHAPTER XLII.,8.727913,2.7875054,39
5947,What was Mr. Casaubon’s bias his acts will give us a clew to.,CHAPTER XLII.,7.9394064,-0.27347267,13
5948,"He held himself to be, with some private scholarly reservations, a believing Christian, as to estimates of the present and hopes of the future.",CHAPTER XLII.,7.6410894,3.0310962,24
5949,"But what we strive to gratify, though we may call it a distant hope, is an immediate desire: the future estate for which men drudge up city alleys exists already in their imagination and love.",CHAPTER XLII.,9.044329,2.5646713,35
5950,"And Mr. Casaubon’s immediate desire was not for divine communion and light divested of earthly conditions; his passionate longings, poor man, clung low and mist-like in very shady places.",CHAPTER XLII.,7.8882303,-0.023072941,29
5951,"Dorothea had been aware when Lydgate had ridden away, and she had stepped into the garden, with the impulse to go at once to her husband.",CHAPTER XLII.,8.066887,-2.7200944,26
5952,"But she hesitated, fearing to offend him by obtruding herself; for her ardor, continually repulsed, served, with her intense memory, to heighten her dread, as thwarted energy subsides into a shudder; and she wandered slowly round the nearer clumps of trees until she saw him advancing.",CHAPTER XLII.,9.815646,1.3909092,46
5953,"Then she went towards him, and might have represented a heaven-sent angel coming with a promise that the short hours remaining should yet be filled with that faithful love which clings the closer to a comprehended grief.",CHAPTER XLII.,10.335198,1.5757734,37
5954,His glance in reply to hers was so chill that she felt her timidity increased; yet she turned and passed her hand through his arm.,CHAPTER XLII.,9.643333,1.5352923,25
5955,Mr. Casaubon kept his hands behind him and allowed her pliant arm to cling with difficulty against his rigid arm.,CHAPTER XLII.,8.28924,-0.1828515,20
5956,There was something horrible to Dorothea in the sensation which this unresponsive hardness inflicted on her.,CHAPTER XLII.,8.804844,-3.4737456,16
5957,"That is a strong word, but not too strong: it is in these acts called trivialities that the seeds of joy are forever wasted, until men and women look round with haggard faces at the devastation their own waste has made, and say, the earth bears no harvest of sweetness—calling their denial knowledge.",CHAPTER XLII.,8.676591,2.9690492,53
5958,"You may ask why, in the name of manliness, Mr. Casaubon should have behaved in that way.",CHAPTER XLII.,7.9352694,-0.28410655,17
5959,"Consider that his was a mind which shrank from pity: have you ever watched in such a mind the effect of a suspicion that what is pressing it as a grief may be really a source of contentment, either actual or future, to the being who already offends by pitying?",CHAPTER XLII.,8.8456,2.5545406,50
5960,"Besides, he knew little of Dorothea’s sensations, and had not reflected that on such an occasion as the present they were comparable in strength to his own sensibilities about Carp’s criticisms.",CHAPTER XLII.,8.5538845,-3.3858798,31
5961,"Dorothea did not withdraw her arm, but she could not venture to speak.",CHAPTER XLII.,8.558077,-3.5252388,13
5962,"Mr. Casaubon did not say, “I wish to be alone,” but he directed his steps in silence towards the house, and as they entered by the glass door on this eastern side, Dorothea withdrew her arm and lingered on the matting, that she might leave her husband quite free.",CHAPTER XLII.,8.311981,-2.2945037,49
5963,"He entered the library and shut himself in, alone with his sorrow.",CHAPTER XLII.,7.8785057,1.453161,12
5964,She went up to her boudoir.,CHAPTER XLII.,9.517456,0.9420545,6
5965,"The open bow-window let in the serene glory of the afternoon lying in the avenue, where the lime-trees cast long shadows.",CHAPTER XLII.,9.1365595,0.9570106,21
5966,But Dorothea knew nothing of the scene.,CHAPTER XLII.,8.438862,-3.5513568,7
5967,"She threw herself on a chair, not heeding that she was in the dazzling sun-rays: if there were discomfort in that, how could she tell that it was not part of her inward misery?",CHAPTER XLII.,9.889237,1.22309,34
5968,She was in the reaction of a rebellious anger stronger than any she had felt since her marriage.,CHAPTER XLII.,10.314014,1.6517806,18
5969,Instead of tears there came words:—  “What have I done—what am I—that he should treat me so?,CHAPTER XLII.,9.167323,3.0232136,17
5970,He never knows what is in my mind—he never cares.,CHAPTER XLII.,9.44251,3.9598253,10
5971,What is the use of anything I do?,CHAPTER XLII.,8.219645,5.5909333,8
5972,"He wishes he had never married me.”  She began to hear herself, and was checked into stillness.",CHAPTER XLII.,10.222855,3.1857333,17
5973,"Like one who has lost his way and is weary, she sat and saw as in one glance all the paths of her young hope which she should never find again.",CHAPTER XLII.,10.021959,1.3261712,31
5974,And just as clearly in the miserable light she saw her own and her husband’s solitude—how they walked apart so that she was obliged to survey him.,CHAPTER XLII.,10.273984,1.5675445,27
5975,"If he had drawn her towards him, she would never have surveyed him—never have said, “Is he worth living for?” but would have felt him simply a part of her own life.",CHAPTER XLII.,10.809861,1.8875304,32
5976,"Now she said bitterly, “It is his fault, not mine.” In the jar of her whole being, Pity was overthrown.",CHAPTER XLII.,10.094112,2.0096073,20
5977,"Was it her fault that she had believed in him—had believed in his worthiness?—And what, exactly, was he?— She was able enough to estimate him—she who waited on his glances with trembling, and shut her best soul in prison, paying it only hidden visits, that she might be petty enough to please him.",CHAPTER XLII.,10.721534,1.7753665,53
5978,"In such a crisis as this, some women begin to hate.",CHAPTER XLII.,10.032761,2.782553,11
5979,"The sun was low when Dorothea was thinking that she would not go down again, but would send a message to her husband saying that she was not well and preferred remaining up-stairs.",CHAPTER XLII.,8.681955,-3.0300915,33
5980,"She had never deliberately allowed her resentment to govern her in this way before, but she believed now that she could not see him again without telling him the truth about her feeling, and she must wait till she could do it without interruption.",CHAPTER XLII.,10.755468,1.985112,44
5981,He might wonder and be hurt at her message.,CHAPTER XLII.,10.920038,2.0387409,9
5982,It was good that he should wonder and be hurt.,CHAPTER XLII.,8.4121065,2.4684548,10
5983,"Her anger said, as anger is apt to say, that God was with her—that all heaven, though it were crowded with spirits watching them, must be on her side.",CHAPTER XLII.,10.214951,1.5953099,29
5984,"She had determined to ring her bell, when there came a rap at the door.",CHAPTER XLII.,9.670098,1.219905,15
5985,Mr. Casaubon had sent to say that he would have his dinner in the library.,CHAPTER XLII.,8.066411,-0.7343903,15
5986,"He wished to be quite alone this evening, being much occupied.",CHAPTER XLII.,7.7793846,1.70279,11
5987,"“I shall not dine, then, Tantripp.”  “Oh, madam, let me bring you a little something?”  “No; I am not well.",CHAPTER XLII.,9.288182,0.09472458,20
5988,"Get everything ready in my dressing room, but pray do not disturb me again.”  Dorothea sat almost motionless in her meditative struggle, while the evening slowly deepened into night.",CHAPTER XLII.,9.005532,-3.0290816,29
5989,"But the struggle changed continually, as that of a man who begins with a movement towards striking and ends with conquering his desire to strike.",CHAPTER XLII.,8.306803,2.5501838,25
5990,"The energy that would animate a crime is not more than is wanted to inspire a resolved submission, when the noble habit of the soul reasserts itself.",CHAPTER XLII.,8.786136,2.6693814,27
5991,"That thought with which Dorothea had gone out to meet her husband—her conviction that he had been asking about the possible arrest of all his work, and that the answer must have wrung his heart, could not be long without rising beside the image of him, like a shadowy monitor looking at her anger with sad remonstrance.",CHAPTER XLII.,8.66331,-3.3341322,57
5992,"It cost her a litany of pictured sorrows and of silent cries that she might be the mercy for those sorrows—but the resolved submission did come; and when the house was still, and she knew that it was near the time when Mr. Casaubon habitually went to rest, she opened her door gently and stood outside in the darkness waiting for his coming up-stairs with a light in his hand.",CHAPTER XLII.,8.54469,-0.019503517,70
5993,If he did not come soon she thought that she would go down and even risk incurring another pang.,CHAPTER XLII.,10.890785,1.898839,19
5994,She would never again expect anything else.,CHAPTER XLII.,10.797141,1.8999622,7
5995,"But she did hear the library door open, and slowly the light advanced up the staircase without noise from the footsteps on the carpet.",CHAPTER XLII.,9.303857,0.96285456,24
5996,"When her husband stood opposite to her, she saw that his face was more haggard.",CHAPTER XLII.,10.534906,1.7402074,15
5997,"He started slightly on seeing her, and she looked up at him beseechingly, without speaking.",CHAPTER XLII.,10.314481,1.909272,15
5998,"“Dorothea!” he said, with a gentle surprise in his tone.",CHAPTER XLII.,9.301338,-3.2634592,10
5999,"“Were you waiting for me?”  “Yes, I did not like to disturb you.”  “Come, my dear, come.",CHAPTER XLII.,9.716484,4.3391333,17
6000,"You are young, and need not to extend your life by watching.”  When the kind quiet melancholy of that speech fell on Dorothea’s ears, she felt something like the thankfulness that might well up in us if we had narrowly escaped hurting a lamed creature.",CHAPTER XLII.,9.141308,-3.1029403,45
6001,"She put her hand into her husband’s, and they went along the broad corridor together.",CHAPTER XLII.,9.6805,1.1184095,15
6002," “This figure hath high price: ’t was wrought with love Ages ago in finest ivory; Nought modish in it, pure and noble lines Of generous womanhood that fits all time That too is costly ware; majolica Of deft design, to please a lordly eye: The smile, you see, is perfect—wonderful As mere Faience!",CHAPTER XLIII.,8.991837,1.6405696,53
6003,"a table ornament To suit the richest mounting.”  Dorothea seldom left home without her husband, but she did occasionally drive into Middlemarch alone, on little errands of shopping or charity such as occur to every lady of any wealth when she lives within three miles of a town.",CHAPTER XLIII.,8.2242985,-3.1431062,48
6004,"Two days after that scene in the Yew-tree Walk, she determined to use such an opportunity in order if possible to see Lydgate, and learn from him whether her husband had really felt any depressing change of symptoms which he was concealing from her, and whether he had insisted on knowing the utmost about himself.",CHAPTER XLIII.,4.954907,1.2147661,55
6005,"She felt almost guilty in asking for knowledge about him from another, but the dread of being without it—the dread of that ignorance which would make her unjust or hard—overcame every scruple.",CHAPTER XLIII.,10.416191,1.7033975,32
6006,"That there had been some crisis in her husband’s mind she was certain: he had the very next day begun a new method of arranging his notes, and had associated her quite newly in carrying out his plan.",CHAPTER XLIII.,10.32992,1.6103218,38
6007,Poor Dorothea needed to lay up stores of patience.,CHAPTER XLIII.,8.785443,-3.5823736,9
6008,"It was about four o’clock when she drove to Lydgate’s house in Lowick Gate, wishing, in her immediate doubt of finding him at home, that she had written beforehand.",CHAPTER XLIII.,5.06627,1.1733469,29
6009,And he was not at home.,CHAPTER XLIII.,8.483957,3.1254292,6
6010,"“Is Mrs. Lydgate at home?” said Dorothea, who had never, that she knew of, seen Rosamond, but now remembered the fact of the marriage.",CHAPTER XLIII.,8.029353,-2.7811651,24
6011,"Yes, Mrs. Lydgate was at home.",CHAPTER XLIII.,4.6873674,1.6983209,6
6012,"“I will go in and speak to her, if she will allow me.",CHAPTER XLIII.,10.821752,3.2848687,13
6013,"Will you ask her if she can see me—see Mrs. Casaubon, for a few minutes?”  When the servant had gone to deliver that message, Dorothea could hear sounds of music through an open window—a few notes from a man’s voice and then a piano bursting into roulades.",CHAPTER XLIII.,8.258225,-2.3151882,47
6014,"But the roulades broke off suddenly, and then the servant came back saying that Mrs. Lydgate would be happy to see Mrs. Casaubon.",CHAPTER XLIII.,7.6269717,-0.31277442,23
6015,"When the drawing-room door opened and Dorothea entered, there was a sort of contrast not infrequent in country life when the habits of the different ranks were less blent than now.",CHAPTER XLIII.,8.654413,-3.1834023,31
6016,"Let those who know, tell us exactly what stuff it was that Dorothea wore in those days of mild autumn—that thin white woollen stuff soft to the touch and soft to the eye.",CHAPTER XLIII.,9.03313,-2.7919703,33
6017,"It always seemed to have been lately washed, and to smell of the sweet hedges—was always in the shape of a pelisse with sleeves hanging all out of the fashion.",CHAPTER XLIII.,9.00436,0.90029436,30
6018,"Yet if she had entered before a still audience as Imogene or Cato’s daughter, the dress might have seemed right enough: the grace and dignity were in her limbs and neck; and about her simply parted hair and candid eyes the large round poke which was then in the fate of women, seemed no more odd as a head-dress than the gold trencher we call a halo.",CHAPTER XLIII.,9.320114,0.8078191,67
6019,"By the present audience of two persons, no dramatic heroine could have been expected with more interest than Mrs. Casaubon.",CHAPTER XLIII.,8.35748,-0.37927237,20
6020,"To Rosamond she was one of those county divinities not mixing with Middlemarch mortality, whose slightest marks of manner or appearance were worthy of her study; moreover, Rosamond was not without satisfaction that Mrs. Casaubon should have an opportunity of studying her.",CHAPTER XLIII.,6.170796,0.94046897,42
6021,What is the use of being exquisite if you are not seen by the best judges?,CHAPTER XLIII.,8.837913,1.6500502,16
6022,"and since Rosamond had received the highest compliments at Sir Godwin Lydgate’s, she felt quite confident of the impression she must make on people of good birth.",CHAPTER XLIII.,5.6817794,1.1781502,27
6023,"Dorothea put out her hand with her usual simple kindness, and looked admiringly at Lydgate’s lovely bride—aware that there was a gentleman standing at a distance, but seeing him merely as a coated figure at a wide angle.",CHAPTER XLIII.,8.819443,-2.8276086,38
6024,The gentleman was too much occupied with the presence of the one woman to reflect on the contrast between the two—a contrast that would certainly have been striking to a calm observer.,CHAPTER XLIII.,9.033629,1.616106,32
6025,"They were both tall, and their eyes were on a level; but imagine Rosamond’s infantine blondness and wondrous crown of hair-plaits, with her pale-blue dress of a fit and fashion so perfect that no dressmaker could look at it without emotion, a large embroidered collar which it was to be hoped all beholders would know the price of, her small hands duly set off with rings, and that controlled self-consciousness of manner which is the expensive substitute for simplicity.",CHAPTER XLIII.,6.443157,0.8394965,79
6026,"“Thank you very much for allowing me to interrupt you,” said Dorothea, immediately.",CHAPTER XLIII.,9.275516,-3.240902,13
6027,"“I am anxious to see Mr. Lydgate, if possible, before I go home, and I hoped that you might possibly tell me where I could find him, or even allow me to wait for him, if you expect him soon.”  “He is at the New Hospital,” said Rosamond; “I am not sure how soon he will come home.",CHAPTER XLIII.,4.7846403,1.5782161,58
6028,"But I can send for him.”  “Will you let me go and fetch him?” said Will Ladislaw, coming forward.",CHAPTER XLIII.,5.7667804,-0.05622658,19
6029,He had already taken up his hat before Dorothea entered.,CHAPTER XLIII.,8.802144,-3.6366882,10
6030,"She colored with surprise, but put out her hand with a smile of unmistakable pleasure, saying—  “I did not know it was you: I had no thought of seeing you here.”  “May I go to the Hospital and tell Mr. Lydgate that you wish to see him?” said Will.",CHAPTER XLIII.,4.8052363,1.1009988,49
6031,"“It would be quicker to send the carriage for him,” said Dorothea, “if you will be kind enough to give the message to the coachman.”  Will was moving to the door when Dorothea, whose mind had flashed in an instant over many connected memories, turned quickly and said, “I will go myself, thank you.",CHAPTER XLIII.,8.637319,-2.6895583,54
6032,I wish to lose no time before getting home again.,CHAPTER XLIII.,8.314778,5.3599386,10
6033,I will drive to the Hospital and see Mr. Lydgate there.,CHAPTER XLIII.,4.401707,2.3056822,11
6034,"Pray excuse me, Mrs. Lydgate.",CHAPTER XLIII.,4.3145266,2.1536775,5
6035,"I am very much obliged to you.”  Her mind was evidently arrested by some sudden thought, and she left the room hardly conscious of what was immediately around her—hardly conscious that Will opened the door for her and offered her his arm to lead her to the carriage.",CHAPTER XLIII.,9.222247,0.50268173,48
6036,She took the arm but said nothing.,CHAPTER XLIII.,10.958901,2.1449916,7
6037,"Will was feeling rather vexed and miserable, and found nothing to say on his side.",CHAPTER XLIII.,8.905882,1.9881096,15
6038,"He handed her into the carriage in silence, they said good-by, and Dorothea drove away.",CHAPTER XLIII.,8.702755,-2.7917712,15
6039,In the five minutes’ drive to the Hospital she had time for some reflections that were quite new to her.,CHAPTER XLIII.,10.131766,1.1687338,20
6040,"Her decision to go, and her preoccupation in leaving the room, had come from the sudden sense that there would be a sort of deception in her voluntarily allowing any further intercourse between herself and Will which she was unable to mention to her husband, and already her errand in seeking Lydgate was a matter of concealment.",CHAPTER XLIII.,4.883647,1.266637,57
6041,That was all that had been explicitly in her mind; but she had been urged also by a vague discomfort.,CHAPTER XLIII.,10.584349,1.4419965,20
6042,"Now that she was alone in her drive, she heard the notes of the man’s voice and the accompanying piano, which she had not noted much at the time, returning on her inward sense; and she found herself thinking with some wonder that Will Ladislaw was passing his time with Mrs. Lydgate in her husband’s absence.",CHAPTER XLIII.,5.5483117,0.39239237,56
6043,"And then she could not help remembering that he had passed some time with her under like circumstances, so why should there be any unfitness in the fact?",CHAPTER XLIII.,10.659686,1.762908,28
6044,"But Will was Mr. Casaubon’s relative, and one towards whom she was bound to show kindness.",CHAPTER XLIII.,8.424156,-0.14437468,16
6045,Still there had been signs which perhaps she ought to have understood as implying that Mr. Casaubon did not like his cousin’s visits during his own absence.,CHAPTER XLIII.,8.307068,-0.34017554,27
6046,"“Perhaps I have been mistaken in many things,” said poor Dorothea to herself, while the tears came rolling and she had to dry them quickly.",CHAPTER XLIII.,9.086646,-3.3880248,25
6047,"She felt confusedly unhappy, and the image of Will which had been so clear to her before was mysteriously spoiled.",CHAPTER XLIII.,9.870919,1.5724158,20
6048,But the carriage stopped at the gate of the Hospital.,CHAPTER XLIII.,8.059046,0.5900069,10
6049,"She was soon walking round the grass plots with Lydgate, and her feelings recovered the strong bent which had made her seek for this interview.",CHAPTER XLIII.,4.7389436,1.3124181,25
6050,"Will Ladislaw, meanwhile, was mortified, and knew the reason of it clearly enough.",CHAPTER XLIII.,5.7305083,-0.11469133,13
6051,His chances of meeting Dorothea were rare; and here for the first time there had come a chance which had set him at a disadvantage.,CHAPTER XLIII.,8.490306,-3.4380403,25
6052,"It was not only, as it had been hitherto, that she was not supremely occupied with him, but that she had seen him under circumstances in which he might appear not to be supremely occupied with her.",CHAPTER XLIII.,10.744407,1.8996637,37
6053,"He felt thrust to a new distance from her, amongst the circles of Middlemarchers who made no part of her life.",CHAPTER XLIII.,9.879223,1.1222878,21
6054,"But that was not his fault: of course, since he had taken his lodgings in the town, he had been making as many acquaintances as he could, his position requiring that he should know everybody and everything.",CHAPTER XLIII.,7.530101,2.957468,37
6055,"Lydgate was really better worth knowing than any one else in the neighborhood, and he happened to have a wife who was musical and altogether worth calling upon.",CHAPTER XLIII.,4.6614003,1.6354544,28
6056,Here was the whole history of the situation in which Diana had descended too unexpectedly on her worshipper.,CHAPTER XLIII.,11.38356,2.9410536,18
6057,It was mortifying.,CHAPTER XLIII.,7.992842,1.3699219,3
6058,Will was conscious that he should not have been at Middlemarch but for Dorothea; and yet his position there was threatening to divide him from her with those barriers of habitual sentiment which are more fatal to the persistence of mutual interest than all the distance between Rome and Britain.,CHAPTER XLIII.,8.133802,-3.3012617,50
6059,"Prejudices about rank and status were easy enough to defy in the form of a tyrannical letter from Mr. Casaubon; but prejudices, like odorous bodies, have a double existence both solid and subtle—solid as the pyramids, subtle as the twentieth echo of an echo, or as the memory of hyacinths which once scented the darkness.",CHAPTER XLIII.,7.899552,-0.11316814,55
6060,"And Will was of a temperament to feel keenly the presence of subtleties: a man of clumsier perceptions would not have felt, as he did, that for the first time some sense of unfitness in perfect freedom with him had sprung up in Dorothea’s mind, and that their silence, as he conducted her to the carriage, had had a chill in it.",CHAPTER XLIII.,8.207362,-3.319907,62
6061,"Perhaps Casaubon, in his hatred and jealousy, had been insisting to Dorothea that Will had slid below her socially.",CHAPTER XLIII.,8.138838,-2.2156246,19
6062,Confound Casaubon!,CHAPTER XLIII.,7.956367,-0.6106301,2
6063,"Will re-entered the drawing-room, took up his hat, and looking irritated as he advanced towards Mrs. Lydgate, who had seated herself at her work-table, said—  “It is always fatal to have music or poetry interrupted.",CHAPTER XLIII.,5.278794,1.0524553,35
6064,"May I come another day and just finish about the rendering of ‘Lungi dal caro bene’?”  “I shall be happy to be taught,” said Rosamond.",CHAPTER XLIII.,10.86103,-1.0736895,25
6065,“But I am sure you admit that the interruption was a very beautiful one.,CHAPTER XLIII.,10.055448,3.9517686,14
6066,I quite envy your acquaintance with Mrs. Casaubon.,CHAPTER XLIII.,8.339849,-0.6292324,8
6067,Is she very clever?,CHAPTER XLIII.,10.021523,3.1446729,4
6068,"She looks as if she were.”  “Really, I never thought about it,” said Will, sulkily.",CHAPTER XLIII.,9.919666,3.3809245,15
6069,"“That is just the answer Tertius gave me, when I first asked him if she were handsome.",CHAPTER XLIII.,6.546153,0.4954901,17
6070,"What is it that you gentlemen are thinking of when you are with Mrs. Casaubon?”  “Herself,” said Will, not indisposed to provoke the charming Mrs. Lydgate.",CHAPTER XLIII.,8.072517,-0.3639342,26
6071,"“When one sees a perfect woman, one never thinks of her attributes—one is conscious of her presence.”  “I shall be jealous when Tertius goes to Lowick,” said Rosamond, dimpling, and speaking with aery lightness.",CHAPTER XLIII.,6.447698,0.5892412,34
6072,“He will come back and think nothing of me.”  “That does not seem to have been the effect on Lydgate hitherto.,CHAPTER XLIII.,4.3935847,1.8620663,21
6073,"Mrs. Casaubon is too unlike other women for them to be compared with her.”  “You are a devout worshipper, I perceive.",CHAPTER XLIII.,8.41522,-0.43722078,21
6074,"You often see her, I suppose.”  “No,” said Will, almost pettishly.",CHAPTER XLIII.,9.810739,3.3518634,11
6075,“Worship is usually a matter of theory rather than of practice.,CHAPTER XLIII.,7.873447,3.343088,11
6076,"But I am practising it to excess just at this moment—I must really tear myself away.”  “Pray come again some evening: Mr. Lydgate will like to hear the music, and I cannot enjoy it so well without him.”  When her husband was at home again, Rosamond said, standing in front of him and holding his coat-collar with both her hands, “Mr.",CHAPTER XLIII.,5.487221,1.254206,61
6077,Ladislaw was here singing with me when Mrs. Casaubon came in.,CHAPTER XLIII.,5.7182736,-0.008829407,11
6078,He seemed vexed.,CHAPTER XLIII.,8.596794,2.0710871,3
6079,Do you think he disliked her seeing him at our house?,CHAPTER XLIII.,10.914303,2.0331304,11
6080,"Surely your position is more than equal to his—whatever may be his relation to the Casaubons.”  “No, no; it must be something else if he were really vexed.",CHAPTER XLIII.,7.9084096,-0.2654065,28
6081,"Ladislaw is a sort of gypsy; he thinks nothing of leather and prunella.”  “Music apart, he is not always very agreeable.",CHAPTER XLIII.,5.6978025,-0.21124023,21
6082,"Do you like him?”  “Yes: I think he is a good fellow: rather miscellaneous and bric-a-brac, but likable.”  “Do you know, I think he adores Mrs. Casaubon.”  “Poor devil!” said Lydgate, smiling and pinching his wife’s ears.",CHAPTER XLIII.,7.7330594,-0.43938005,37
6083,"Rosamond felt herself beginning to know a great deal of the world, especially in discovering what when she was in her unmarried girlhood had been inconceivable to her except as a dim tragedy in by-gone costumes—that women, even after marriage, might make conquests and enslave men.",CHAPTER XLIII.,6.449145,0.92839897,46
6084,"At that time young ladies in the country, even when educated at Mrs. Lemon’s, read little French literature later than Racine, and public prints had not cast their present magnificent illumination over the scandals of life.",CHAPTER XLIII.,7.2630796,0.5769909,36
6085,"Still, vanity, with a woman’s whole mind and day to work in, can construct abundantly on slight hints, especially on such a hint as the possibility of indefinite conquests.",CHAPTER XLIII.,9.826628,2.2671757,29
6086,"How delightful to make captives from the throne of marriage with a husband as crown-prince by your side—himself in fact a subject—while the captives look up forever hopeless, losing their rest probably, and if their appetite too, so much the better!",CHAPTER XLIII.,9.295682,2.6076815,41
6087,"But Rosamond’s romance turned at present chiefly on her crown-prince, and it was enough to enjoy his assured subjection.",CHAPTER XLIII.,6.6242976,0.9872878,19
6088,"When he said, “Poor devil!” she asked, with playful curiosity—  “Why so?”  “Why, what can a man do when he takes to adoring one of you mermaids?",CHAPTER XLIII.,9.8899975,3.7467477,27
6089,He only neglects his work and runs up bills.”  “I am sure you do not neglect your work.,CHAPTER XLIII.,8.14211,4.405481,18
6090,"You are always at the Hospital, or seeing poor patients, or thinking about some doctor’s quarrel; and then at home you always want to pore over your microscope and phials.",CHAPTER XLIII.,5.7652044,3.377096,30
6091,"Confess you like those things better than me.”  “Haven’t you ambition enough to wish that your husband should be something better than a Middlemarch doctor?” said Lydgate, letting his hands fall on to his wife’s shoulders, and looking at her with affectionate gravity.",CHAPTER XLIII.,4.7936463,1.5283834,43
6092,“I shall make you learn my favorite bit from an old poet—  ‘Why should our pride make such a stir to be And be forgot?,CHAPTER XLIII.,9.203231,3.1144571,25
6093,"What good is like to this, To do worthy the writing, and to write Worthy the reading and the worlds delight?’  What I want, Rosy, is to do worthy the writing,—and to write out myself what I have done.",CHAPTER XLIII.,9.01154,4.5794387,39
6094,"A man must work, to do that, my pet.”  “Of course, I wish you to make discoveries: no one could more wish you to attain a high position in some better place than Middlemarch.",CHAPTER XLIII.,5.932439,2.5146973,34
6095,You cannot say that I have ever tried to hinder you from working.,CHAPTER XLIII.,8.313738,5.124419,13
6096,But we cannot live like hermits.,CHAPTER XLIII.,8.794826,3.6737206,6
6097,"You are not discontented with me, Tertius?”  “No, dear, no.",CHAPTER XLIII.,6.469521,0.4957638,10
6098,I am too entirely contented.”  “But what did Mrs. Casaubon want to say to you?”  “Merely to ask about her husband’s health.,CHAPTER XLIII.,8.263838,-0.6128317,22
6099,But I think she is going to be splendid to our New Hospital: I think she will give us two hundred a-year.”,CHAPTER XLIII.,5.642354,3.2805805,22
6100," I would not creep along the coast but steer Out in mid-sea, by guidance of the stars.",CHAPTER XLIV.,7.3850117,4.7713413,17
6101,"When Dorothea, walking round the laurel-planted plots of the New Hospital with Lydgate, had learned from him that there were no signs of change in Mr. Casaubon’s bodily condition beyond the mental sign of anxiety to know the truth about his illness, she was silent for a few moments, wondering whether she had said or done anything to rouse this new anxiety.",CHAPTER XLIV.,8.20518,-2.1646807,62
6102,"Lydgate, not willing to let slip an opportunity of furthering a favorite purpose, ventured to say—  “I don’t know whether your or Mr. Casaubon’s attention has been drawn to the needs of our New Hospital.",CHAPTER XLIV.,7.427977,-0.3711919,35
6103,Circumstances have made it seem rather egotistic in me to urge the subject; but that is not my fault: it is because there is a fight being made against it by the other medical men.,CHAPTER XLIV.,6.010586,3.20314,35
6104,"I think you are generally interested in such things, for I remember that when I first had the pleasure of seeing you at Tipton Grange before your marriage, you were asking me some questions about the way in which the health of the poor was affected by their miserable housing.”  “Yes, indeed,” said Dorothea, brightening.",CHAPTER XLIV.,8.80451,-1.9279047,55
6105,“I shall be quite grateful to you if you will tell me how I can help to make things a little better.,CHAPTER XLIV.,9.505366,4.428876,22
6106,Everything of that sort has slipped away from me since I have been married.,CHAPTER XLIV.,10.094207,3.099685,14
6107,"I mean,” she said, after a moment’s hesitation, “that the people in our village are tolerably comfortable, and my mind has been too much taken up for me to inquire further.",CHAPTER XLIV.,10.148813,3.7928135,31
6108,"But here—in such a place as Middlemarch—there must be a great deal to be done.”  “There is everything to be done,” said Lydgate, with abrupt energy.",CHAPTER XLIV.,5.9585795,2.4666321,26
6109,"“And this Hospital is a capital piece of work, due entirely to Mr. Bulstrode’s exertions, and in a great degree to his money.",CHAPTER XLIV.,5.1080556,3.769478,23
6110,But one man can’t do everything in a scheme of this sort.,CHAPTER XLIV.,8.2727585,3.3738608,12
6111,Of course he looked forward to help.,CHAPTER XLIV.,7.8286667,3.0849667,7
6112,"And now there’s a mean, petty feud set up against the thing in the town, by certain persons who want to make it a failure.”  “What can be their reasons?” said Dorothea, with naive surprise.",CHAPTER XLIV.,8.723547,-3.482168,35
6113,"“Chiefly Mr. Bulstrode’s unpopularity, to begin with.",CHAPTER XLIV.,4.301923,4.30573,7
6114,Half the town would almost take trouble for the sake of thwarting him.,CHAPTER XLIV.,7.3100963,2.473531,13
6115,In this stupid world most people never consider that a thing is good to be done unless it is done by their own set.,CHAPTER XLIV.,8.356934,4.6876225,24
6116,I had no connection with Bulstrode before I came here.,CHAPTER XLIV.,4.187261,4.370282,10
6117,"I look at him quite impartially, and I see that he has some notions—that he has set things on foot—which I can turn to good public purpose.",CHAPTER XLIV.,7.682067,3.6894214,27
6118,"If a fair number of the better educated men went to work with the belief that their observations might contribute to the reform of medical doctrine and practice, we should soon see a change for the better.",CHAPTER XLIV.,5.904426,3.1995265,37
6119,That’s my point of view.,CHAPTER XLIV.,8.892441,6.009025,5
